13.1315	148.625
13.8084	152.812
14.4852	162.938
15.1643	178.688
15.841	187.563	75
16.5177	
17.1943	220
17.8709	248.063
18.5474	258.563
19.2239	285.625
19.9003	314.25
20.5767	332.625
21.2553	369.188
21.9316	413.75
22.6079	448.313
23.2841	475.813
23.9602	494.625
24.6364	509.375
25.3124	544.438
25.9884	558.875
26.6644	598.188
27.3403	617.063
28.0162	634.938
28.692	667.375
29.3678	700.938
30.0435	726.5
30.7192	744.5
31.3948	771.188
32.0704	798.313
32.746	806.5
33.4215	830.813
34.0969	838.625
34.77	866.938
35.4454	881.375
36.1207	898.813
36.796	922.875
37.4712	924.25
38.1463	911.75
38.8215	937.25
39.4965	939.938
40.1693	941.313
40.8442	931.938
41.5192	958.625
42.1941	953
42.8689	973.125
43.5437	
44.2161	1021.25
44.8908	1050.38
45.5655	1097.44
46.2401	1136.69
46.9123	1217.75
47.5869	1290.88
48.2613	1348.75
48.9357	1409
49.6078	1482.56
50.2821	1518
50.9564	1541.81
51.6283	1548.63
52.3025	1548.56
52.9767	1480.31
53.6485	1421.31
54.3225	1334.31
54.9965	1255.63
55.6681	1167.38
56.3421	1103.94
57.0159	1044.94
57.6874	976.5
58.3612	943.5
59.0349	907.313
59.7063	882.625
60.3799	857.188
61.0512	825.688
61.7247	810.188
62.3959	795.188
63.0693	784.25
63.7404	780.313
64.4138	769.188
65.0871	767.813
65.758	763
66.4312	743.875
67.1021	732.688
67.7752	732.438
68.4459	744.172
69.1167	754.625
69.7896	765.938
70.4603	782.063
71.1331	806.25
71.8037	837.688
72.4765	892.5
73.1469	955.875
73.8196	1029.63
74.4899	1123.69
75.1602	1267.56
75.8328	1428.13
76.503	1669.75
77.1732	1920.63
77.8456	2194.5
78.5156	2347.44
79.1857	2394.9
79.8579	2401.17
80.5279	2416.93
81.1978	2308.36
81.8699	2218.52
82.5397	1954.5
83.2094	1698.75
83.8814	1480.44
84.5511	1343.81
85.2207	1206.13
85.8902	1144.88
86.562	1074
87.2315	1044.5
87.9009	1029.75
88.5703	983.188
89.2419	955.813
89.9112	941.813
90.5804	920.125
91.2496	897.313
91.9188	869.5
92.5879	859.188
93.2592	812.125
93.9282	802.063
94.5972	764.75
95.2661	749.063
95.935	738.875
96.6038	716.438
97.2726	689.688
97.9413	673.188
98.61	678.125
99.2809	667.25
99.9495	650.5
100.618	642.5
101.287	626.563
101.955	606.5
102.623	617.438
103.292	606.25
103.96	595.625
104.628	590.188
105.297	579.5
105.965	577.125
106.633	578.375
107.301	555.688
107.969	541.125
108.637	543.813
109.305	539.375
109.973	540.375
110.641	517.125
111.306	517.563
111.974	527.625
112.642	518.375
113.309	516.875
113.977	514.625
114.644	529.688
115.312	539.188
115.979	553.938
116.645	572.75
117.312	595.75
117.979	633.875
118.647	675.875
119.314	733.375
119.981	792.938
120.646	863.875
121.313	958.063
121.98	1023.19
122.647	1076.69
123.312	1111.75
123.979	1107.56
124.646	1087.69
125.313	1017.63
125.977	952.5
126.644	884.438
127.311	813.25
127.975	758.438
128.641	698.5
129.308	675.563
129.975	662.188
130.639	623.375
131.305	616.5
131.969	615.938
132.636	631.875
133.302	638.563
133.966	664
134.632	679.75
135.298	711.313
135.962	734.125
136.628	758.063
137.292	780.625
